cluster_pair,start_year,weights,normalized_weights
"('Cluster_0', 'Cluster_5')",2002,"[3374.0, 6400.0, 8365.0, 9468.0]","[-1.5243421375352142, -0.21680636879265644, 0.6322708901561624, 1.1088776161717082]"
"('Cluster_0', 'Cluster_5')",2003,"[6400.0, 8365.0, 9468.0, 21534.0]","[-0.8502856547455285, -0.5188905416250915, -0.33287079110507006, 1.70204698747569]"
"('Cluster_0', 'Cluster_5')",2004,"[8365.0, 9468.0, 21534.0, 26408.0]","[-1.0448703078382542, -0.9022130960733654, 0.6583507454090884, 1.2887326585025312]"
"('Cluster_0', 'Cluster_5')",2005,"[9468.0, 21534.0, 26408.0, 27769.0]","[-1.640112612048113, 0.03317876360221625, 0.7090963970283479, 0.8978374514175489]"
"('Cluster_0', 'Cluster_5')",2006,"[21534.0, 26408.0, 27769.0, 25193.0]","[-1.5926252938042635, 0.5098816623176163, 1.0969789063229258, -0.014235274836278629]"
"('Cluster_0', 'Cluster_5')",2007,"[26408.0, 27769.0, 25193.0, 47191.0]","[-0.5797921807269865, -0.4289780648171143, -0.7144278536369751, 1.723198099181076]"
"('Cluster_0', 'Cluster_5')",2008,"[27769.0, 25193.0, 47191.0, 65788.0]","[-0.8360023747366958, -0.9930089995300415, 0.3477641884373573, 1.48124718582938]"
"('Cluster_0', 'Cluster_5')",2009,"[25193.0, 47191.0, 65788.0, 88012.0]","[-1.353596255207528, -0.4038813819241037, 0.39900285748183506, 1.3584747796497967]"
"('Cluster_0', 'Cluster_5')",2010,"[47191.0, 65788.0, 88012.0, 69723.0]","[-1.4129790455038, -0.1303837405991426, 1.402357994960416, 0.14100479114252687]"
"('Cluster_0', 'Cluster_5')",2011,"[65788.0, 88012.0, 69723.0, 96291.0]","[-1.122358420879384, 0.6384896639480792, -0.8105811884371563, 1.294449945368461]"
"('Cluster_0', 'Cluster_5')",2012,"[88012.0, 69723.0, 96291.0, 167053.0]","[-0.46714326517799604, -0.9622010320850592, -0.2430422617210779, 1.6723865589841331]"
"('Cluster_0', 'Cluster_5')",2013,"[69723.0, 96291.0, 167053.0, 231392.0]","[-1.1313253361595463, -0.7103095811025989, 0.4110362808117234, 1.4305986364504217]"
"('Cluster_0', 'Cluster_5')",2014,"[96291.0, 167053.0, 231392.0, 239934.0]","[-1.5122201848210746, -0.28754621964383725, 0.825965244779699, 0.9738011596852127]"
"('Cluster_0', 'Cluster_5')",2015,"[167053.0, 231392.0, 239934.0, 488819.0]","[-0.934432401327603, -0.4104909628609251, -0.34092961177709785, 1.685852975965626]"
"('Cluster_0', 'Cluster_5')",2016,"[231392.0, 239934.0, 488819.0, 1289073.0]","[-0.7657332765871602, -0.745967043372617, -0.17004583597369624, 1.6817461559334734]"
"('Cluster_0', 'Cluster_5')",2017,"[239934.0, 488819.0, 1289073.0, 531813.0]","[-1.012959148468298, -0.37868061030205175, 1.660751003823714, -0.26911124505336426]"
"('Cluster_0', 'Cluster_5')",2018,"[488819.0, 1289073.0, 531813.0, 1550868.0]","[-1.025679995364864, 0.6975254030810768, -0.9331000233799884, 1.2612546156637758]"
"('Cluster_0', 'Cluster_5')",2019,"[1289073.0, 531813.0, 1550868.0, 1308220.0]","[0.31121228956800157, -1.6678741056407864, 0.9954091609644633, 0.3612526551083215]"
"('Cluster_0', 'Cluster_5')",2020,"[531813.0, 1550868.0, 1308220.0, 4705049.0]","[-0.9366958668290745, -0.2969954788573577, -0.44931504918531956, 1.6830063948717517]"
"('Cluster_0', 'Cluster_5')",2021,"[1550868.0, 1308220.0, 4705049.0, 2354318.0]","[-0.6921023706548252, -0.8729239313829922, 1.6583968349398246, -0.09337053290200716]"
"('Cluster_0', 'Cluster_6')",1987,"[0.0, 3.0, 3.0, 82.0]","[-0.6346887395316093, -0.5481402750500263, -0.5481402750500263, 1.7309692896316617]"
"('Cluster_0', 'Cluster_6')",1988,"[3.0, 3.0, 82.0, 853.0]","[-0.6485376361010902, -0.6485376361010902, -0.42793710541438995, 1.7250123776165702]"
"('Cluster_0', 'Cluster_6')",1989,"[3.0, 82.0, 853.0, 874.0]","[-1.0935173635806505, -0.901544315307603, 0.9720154342939117, 1.023046244594342]"
"('Cluster_0', 'Cluster_6')",1990,"[82.0, 853.0, 874.0, 1334.0]","[-1.5656752125749298, 0.14961514464747996, 0.19633511546676738, 1.2197249524606824]"
"('Cluster_0', 'Cluster_6')",1991,"[853.0, 874.0, 1334.0, 1271.0]","[-1.0418925826107759, -0.9467632598506617, 1.1370219053708903, 0.8516339370905474]"
"('Cluster_0', 'Cluster_6')",1992,"[874.0, 1334.0, 1271.0, 1222.0]","[-1.688617693861034, 0.8898524776778063, 0.5367141715757477, 0.26205104460747997]"
"('Cluster_0', 'Cluster_6')",1993,"[1334.0, 1271.0, 1222.0, 1155.0]","[1.348632592434243, 0.3885890520573243, -0.3581114793469459, -1.3791101651446214]"
"('Cluster_0', 'Cluster_6')",1994,"[1271.0, 1222.0, 1155.0, 1154.0]","[1.4342279558288182, 0.43738866738041976, -0.9256364821306557, -0.9459801410785822]"
"('Cluster_0', 'Cluster_6')",1995,"[1222.0, 1155.0, 1154.0, 1261.0]","[0.5259188494953397, -0.9422712720124837, -0.9641845574081229, 1.380536979925267]"
"('Cluster_0', 'Cluster_6')",1996,"[1155.0, 1154.0, 1261.0, 1363.0]","[-0.9034214319282355, -0.914966753742015, 0.3203826803323775, 1.4980055053378731]"
"('Cluster_0', 'Cluster_6')",1997,"[1154.0, 1261.0, 1363.0, 1437.0]","[-1.4037884443284332, -0.4007476193324909, 0.5554221390748558, 1.2491139245860683]"
"('Cluster_0', 'Cluster_6')",1998,"[1261.0, 1363.0, 1437.0, 2296.0]","[-0.7951807859962533, -0.5480872896623071, -0.3688233805572873, 1.7120914562158476]"
"('Cluster_0', 'Cluster_6')",1999,"[1363.0, 1437.0, 2296.0, 1831.0]","[-0.993467389921668, -0.7941003747238282, 1.5201734908835287, 0.2673942737619676]"
"('Cluster_0', 'Cluster_6')",2000,"[1437.0, 2296.0, 1831.0, 2661.0]","[-1.3375238928520152, 0.5178382774505783, -0.48651959122311894, 1.3062052066245557]"
"('Cluster_0', 'Cluster_6')",2001,"[2296.0, 1831.0, 2661.0, 2708.0]","[-0.22176055537100692, -1.5437946354673941, 0.8159651204035767, 0.9495900704348245]"
"('Cluster_0', 'Cluster_6')",2002,"[1831.0, 2661.0, 2708.0, 4093.0]","[-1.2222013365759703, -0.19985101220403242, -0.141958885402248, 1.5640112341822507]"
"('Cluster_0', 'Cluster_6')",2003,"[2661.0, 2708.0, 4093.0, 6822.0]","[-0.8346865964840903, -0.8068637099346205, 0.01302347881039006, 1.6285268276083207]"
"('Cluster_0', 'Cluster_6')",2004,"[2708.0, 4093.0, 6822.0, 12077.0]","[-1.0373435800242927, -0.6508165802035649, 0.1107951039197321, 1.5773650563081256]"
"('Cluster_0', 'Cluster_6')",2005,"[4093.0, 6822.0, 12077.0, 9072.0]","[-1.3372961414988482, -0.40701799463411287, 1.3843384222857054, 0.3599757138472556]"
"('Cluster_0', 'Cluster_6')",2006,"[6822.0, 12077.0, 9072.0, 14975.0]","[-1.2724499019499766, 0.43574379705299365, -0.541063446620446, 1.377769551517429]"
"('Cluster_0', 'Cluster_6')",2007,"[12077.0, 9072.0, 14975.0, 21418.0]","[-0.5056678447120114, -1.1639012748006379, 0.12912765625199513, 1.5404414632606542]"
"('Cluster_0', 'Cluster_6')",2008,"[9072.0, 14975.0, 21418.0, 24216.0]","[-1.422141898267146, -0.41655346650348746, 0.6810250979304026, 1.157670266840231]"
"('Cluster_0', 'Cluster_6')",2009,"[14975.0, 21418.0, 24216.0, 31357.0]","[-1.3637272479734461, -0.26767602129186274, 0.20830587103392811, 1.4230973982313808]"
"('Cluster_0', 'Cluster_6')",2010,"[21418.0, 24216.0, 31357.0, 25188.0]","[-1.1368720153578589, -0.36605529542781967, 1.6012078200190742, -0.0982805092333958]"
"('Cluster_0', 'Cluster_6')",2011,"[24216.0, 31357.0, 25188.0, 39123.0]","[-0.9669974293671936, 0.23288591435324593, -0.8036748400805016, 1.5377863550944493]"
"('Cluster_0', 'Cluster_6')",2012,"[31357.0, 25188.0, 39123.0, 50583.0]","[-0.5490339474929683, -1.199658818469124, 0.27002145014049317, 1.4786713158215992]"
"('Cluster_0', 'Cluster_6')",2013,"[25188.0, 39123.0, 50583.0, 65916.0]","[-1.3376188908423077, -0.4063081289503015, 0.3595922177509823, 1.3843348020416268]"
"('Cluster_0', 'Cluster_6')",2014,"[39123.0, 50583.0, 65916.0, 65145.0]","[-1.446634503775725, -0.4149157071506105, 0.9654808293810544, 0.896069381545281]"
"('Cluster_0', 'Cluster_6')",2015,"[50583.0, 65916.0, 65145.0, 128203.0]","[-0.8981880676219974, -0.3858161142816045, -0.41158007280410125, 1.6955842547077031]"
"('Cluster_0', 'Cluster_6')",2016,"[65916.0, 65145.0, 128203.0, 271304.0]","[-0.7939204288159409, -0.8030939541376609, -0.05281618534774993, 1.6498305683013517]"
"('Cluster_0', 'Cluster_6')",2017,"[65145.0, 128203.0, 271304.0, 90603.0]","[-0.9241572899327081, -0.13310938442899442, 1.6620592908459417, -0.6047926164842393]"
"('Cluster_0', 'Cluster_6')",2018,"[128203.0, 271304.0, 90603.0, 255658.0]","[-0.7431002989823691, 1.082796366219231, -1.2228573559671572, 0.8831612887302951]"
"('Cluster_0', 'Cluster_6')",2019,"[271304.0, 90603.0, 255658.0, 3262069.0]","[-0.5271405995066977, -0.663490756815246, -0.5389464808313696, 1.7295778371533135]"
"('Cluster_0', 'Cluster_6')",2020,"[90603.0, 255658.0, 3262069.0, 2617939.0]","[-1.0446775523674336, -0.9270558208647679, 1.215377110150111, 0.7563562630820906]"
"('Cluster_0', 'Cluster_6')",2021,"[255658.0, 3262069.0, 2617939.0, 1094656.0]","[-1.301320447329483, 1.2196199394335663, 0.6795030587656593, -0.5978025508697425]"
"('Cluster_0', 'Cluster_7')",1987,"[0.0, 2.0, 2.0, 147.0]","[-0.5984388147766946, -0.566733447106406, -0.566733447106406, 1.7319057089895067]"
"('Cluster_0', 'Cluster_7')",1988,"[2.0, 2.0, 147.0, 222.0]","[-0.96027696875569, -0.96027696875569, 0.5656425980341736, 1.3549113394772065]"
"('Cluster_0', 'Cluster_7')",1989,"[2.0, 147.0, 222.0, 704.0]","[-1.0125568426395088, -0.46215106126095673, -0.1774584157203263, 1.6521663196207919]"
"('Cluster_0', 'Cluster_7')",1990,"[147.0, 222.0, 704.0, 1391.0]","[-0.9458038653636616, -0.7945559124803468, 0.17746426471642265, 1.5628955131275857]"
"('Cluster_0', 'Cluster_7')",1991,"[222.0, 704.0, 1391.0, 1937.0]","[-1.287918472994934, -0.5502159132996778, 0.5012398097514449, 1.3368945765431668]"
"('Cluster_0', 'Cluster_7')",1992,"[704.0, 1391.0, 1937.0, 2124.0]","[-1.5120969366177905, -0.2680123911609976, 0.720736024878899, 1.0593733028998893]"
"('Cluster_0', 'Cluster_7')",1993,"[1391.0, 1937.0, 2124.0, 2143.0]","[-1.6702195324439306, 0.1258215600511676, 0.740949186967987, 0.803448785424776]"
"('Cluster_0', 'Cluster_7')",1994,"[1937.0, 2124.0, 2143.0, 1862.0]","[-0.6616447795193294, 0.8946769031236216, 1.05280584414082, -1.285837967745112]"
"('Cluster_0', 'Cluster_7')",1995,"[2124.0, 2143.0, 1862.0, 1976.0]","[0.8517022882083376, 1.0172505590621321, -1.4311212361966186, -0.4378316110738513]"
"('Cluster_0', 'Cluster_7')",1996,"[2143.0, 1862.0, 1976.0, 1976.0]","[1.5339997626635171, -1.2696030556028135, -0.1321983535303519, -0.1321983535303519]"
"('Cluster_0', 'Cluster_7')",1997,"[1862.0, 1976.0, 1976.0, 1960.0]","[-1.7155993900993274, 0.6841347261132287, 0.6841347261132287, 0.34732993787287]"
"('Cluster_0', 'Cluster_7')",1998,"[1976.0, 1976.0, 1960.0, 3243.0]","[-0.5676298888014728, -0.5676298888014728, -0.596669307573091, 1.7319290851760367]"
"('Cluster_0', 'Cluster_7')",1999,"[1976.0, 1960.0, 3243.0, 2655.0]","[-0.9056498663096039, -0.9356817789747928, 1.4725022178650449, 0.3688294274193516]"
"('Cluster_0', 'Cluster_7')",2000,"[1960.0, 3243.0, 2655.0, 3404.0]","[-1.5083650641899853, 0.7537417474473627, -0.2829837437784835, 1.0376070605211063]"
"('Cluster_0', 'Cluster_7')",2001,"[3243.0, 2655.0, 3404.0, 3552.0]","[0.08664626658138742, -1.640404741888301, 0.5595292808052307, 0.9942291945016829]"
"('Cluster_0', 'Cluster_7')",2002,"[2655.0, 3404.0, 3552.0, 4862.0]","[-1.2123651440270293, -0.2696592080018594, -0.08338353572986316, 1.5654078877587518]"
"('Cluster_0', 'Cluster_7')",2003,"[3404.0, 3552.0, 4862.0, 7277.0]","[-0.8821991717339561, -0.7868785092651658, 0.05683816528966718, 1.6122395157094547]"
"('Cluster_0', 'Cluster_7')",2004,"[3552.0, 4862.0, 7277.0, 11956.0]","[-1.0485498692344843, -0.6397098279524919, 0.11399146952538, 1.5742682276615962]"
"('Cluster_0', 'Cluster_7')",2005,"[4862.0, 7277.0, 11956.0, 9682.0]","[-1.35252932823133, -0.44071180358099515, 1.3259110526670033, 0.46733007914532165]"
"('Cluster_0', 'Cluster_7')",2006,"[7277.0, 11956.0, 9682.0, 15343.0]","[-1.2739318029513935, 0.29985747916334454, -0.46500613005420505, 1.4390804538422541]"
"('Cluster_0', 'Cluster_7')",2007,"[11956.0, 9682.0, 15343.0, 22700.0]","[-0.6021675607598848, -1.064115450839324, 0.08587883488614026, 1.5804041767130685]"
"('Cluster_0', 'Cluster_7')",2008,"[9682.0, 15343.0, 22700.0, 24069.0]","[-1.4220867438016016, -0.4482244010131341, 0.8174009754035336, 1.0529101694112022]"
"('Cluster_0', 'Cluster_7')",2009,"[15343.0, 22700.0, 24069.0, 33087.0]","[-1.3411102926377318, -0.1744034108053739, 0.04269890280458915, 1.4728148006385164]"
"('Cluster_0', 'Cluster_7')",2010,"[22700.0, 24069.0, 33087.0, 27530.0]","[-1.0340513066375285, -0.692651031999454, 1.556251580627396, 0.1704507580095866]"
"('Cluster_0', 'Cluster_7')",2011,"[24069.0, 33087.0, 27530.0, 48967.0]","[-0.9796065127421139, -0.034202490813293164, -0.6167718132637763, 1.6305808168191833]"
"('Cluster_0', 'Cluster_7')",2012,"[33087.0, 27530.0, 48967.0, 60403.0]","[-0.7243387888842143, -1.1521026136223402, 0.49806350315131515, 1.3783778993552394]"
"('Cluster_0', 'Cluster_7')",2013,"[27530.0, 48967.0, 60403.0, 112921.0]","[-1.111020476892424, -0.42907987623407806, -0.06528490916178056, 1.6053852622882825]"
"('Cluster_0', 'Cluster_7')",2014,"[48967.0, 60403.0, 112921.0, 152554.0]","[-1.0739759304992724, -0.7994828114685661, 0.46108291302029647, 1.412375828947542]"
"('Cluster_0', 'Cluster_7')",2015,"[60403.0, 112921.0, 152554.0, 208284.0]","[-1.35102239682722, -0.38089087419420764, 0.35122426035992954, 1.3806890106614982]"
"('Cluster_0', 'Cluster_7')",2016,"[112921.0, 152554.0, 208284.0, 386322.0]","[-0.9766356160866616, -0.5975241204354922, -0.06443594511089723, 1.6385956816330511]"
"('Cluster_0', 'Cluster_7')",2017,"[152554.0, 208284.0, 386322.0, 96378.0]","[-0.5364120184417978, -0.02391440933916039, 1.6133375075712173, -1.0530110797902592]"
"('Cluster_0', 'Cluster_7')",2018,"[208284.0, 386322.0, 96378.0, 185378.0]","[-0.1027119165754838, 1.5894755819916735, -1.1663384132484205, -0.3204252521677692]"
"('Cluster_0', 'Cluster_7')",2019,"[386322.0, 96378.0, 185378.0, 1031692.0]","[-0.10560347015524231, -0.8984231527251618, -0.6550625322304359, 1.65908915511084]"
"('Cluster_0', 'Cluster_7')",2020,"[96378.0, 185378.0, 1031692.0, 1583285.0]","[-1.0194182827252114, -0.8749017671934541, 0.49932688815198084, 1.3949931617666846]"
"('Cluster_0', 'Cluster_7')",2021,"[185378.0, 1031692.0, 1583285.0, 318998.0]","[-1.053043922409616, 0.44614095017046274, 1.4232485974752023, -0.8163456252360491]"
"('Cluster_0', 'Cluster_8')",1987,"[0.0, 2.0, 2.0, 48.0]","[-0.6428086293643934, -0.5439149940775636, -0.5439149940775636, 1.7306386175195205]"
"('Cluster_0', 'Cluster_8')",1988,"[2.0, 2.0, 48.0, 1036.0]","[-0.6115581959896847, -0.6115581959896847, -0.5073667996358866, 1.730483191615256]"
"('Cluster_0', 'Cluster_8')",1989,"[2.0, 48.0, 1036.0, 1015.0]","[-1.0453096780113016, -0.9534143217026158, 1.020338113796985, 0.9783858859169327]"
"('Cluster_0', 'Cluster_8')",1990,"[48.0, 1036.0, 1015.0, 2473.0]","[-1.2652919673974634, -0.1236404022936334, -0.14790627564098202, 1.5368386453320788]"
"('Cluster_0', 'Cluster_8')",1991,"[1036.0, 1015.0, 2473.0, 2800.0]","[-0.9769124701190603, -1.0027177051788092, 0.7889029003980337, 1.1907272748998359]"
"('Cluster_0', 'Cluster_8')",1992,"[1015.0, 2473.0, 2800.0, 2223.0]","[-1.6503747057707694, 0.5120573957918294, 0.9970473115743875, 0.14126999840455248]"
"('Cluster_0', 'Cluster_8')",1993,"[2473.0, 2800.0, 2223.0, 2340.0]","[0.06486523231403966, 1.5799317299348232, -1.0934424875795257, -0.5513544746693372]"
"('Cluster_0', 'Cluster_8')",1994,"[2800.0, 2223.0, 2340.0, 1933.0]","[1.5245881291064958, -0.3234945399994876, 0.05124665980189902, -1.2523402489089073]"
"('Cluster_0', 'Cluster_8')",1995,"[2223.0, 2340.0, 1933.0, 2636.0]","[-0.2381224251407933, 0.22621630388375363, -1.3890474799879609, 1.4009536012450006]"
"('Cluster_0', 'Cluster_8')",1996,"[2340.0, 1933.0, 2636.0, 3103.0]","[-0.3817743773747934, -1.335039233764615, 0.3115091545450768, 1.4053044565943316]"
"('Cluster_0', 'Cluster_8')",1997,"[1933.0, 2636.0, 3103.0, 2977.0]","[-1.6049555616589535, -0.05777179772855335, 0.9700159942422815, 0.6927113651452254]"
"('Cluster_0', 'Cluster_8')",1998,"[2636.0, 3103.0, 2977.0, 3786.0]","[-1.1714440745117984, -0.05384574397653823, -0.3553819102451523, 1.5806717287334888]"
"('Cluster_0', 'Cluster_8')",1999,"[3103.0, 2977.0, 3786.0, 3359.0]","[-0.6571351917048618, -1.0645105134997577, 1.5510977034214388, 0.1705480017831806]"
"('Cluster_0', 'Cluster_8')",2000,"[2977.0, 3786.0, 3359.0, 3886.0]","[-1.4502624094245766, 0.7845229033839615, -0.3950238562813609, 1.060763362321976]"
"('Cluster_0', 'Cluster_8')",2001,"[3786.0, 3359.0, 3886.0, 3981.0]","[0.1388326577360059, -1.657577792363222, 0.559537681178448, 0.959207453448768]"
"('Cluster_0', 'Cluster_8')",2002,"[3359.0, 3886.0, 3981.0, 5754.0]","[-0.9813216021588211, -0.3976235385722537, -0.292402825022493, 1.6713479657535677]"
"('Cluster_0', 'Cluster_8')",2003,"[3886.0, 3981.0, 5754.0, 11597.0]","[-0.769024641441445, -0.7388169337974767, -0.17504571640004774, 1.6828872916389694]"
"('Cluster_0', 'Cluster_8')",2004,"[3981.0, 5754.0, 11597.0, 14838.0]","[-1.1570366641618808, -0.7517366531850923, 0.583947477744053, 1.32482583960292]"
"('Cluster_0', 'Cluster_8')",2005,"[5754.0, 11597.0, 14838.0, 14095.0]","[-1.6309732743795067, 0.007289892579313594, 0.916003040639135, 0.707680341161058]"
"('Cluster_0', 'Cluster_8')",2006,"[11597.0, 14838.0, 14095.0, 27331.0]","[-0.8794786115966055, -0.34850665980885376, -0.47023210262844634, 1.6982173740339055]"
"('Cluster_0', 'Cluster_8')",2007,"[14838.0, 14095.0, 27331.0, 36470.0]","[-0.8973383041273764, -0.9772283478595244, 0.44595418086013944, 1.4286124711267614]"
"('Cluster_0', 'Cluster_8')",2008,"[14095.0, 27331.0, 36470.0, 31075.0]","[-1.5923529668495109, 0.010688151913785198, 1.1175325750308722, 0.4641322399048535]"
"('Cluster_0', 'Cluster_8')",2009,"[27331.0, 36470.0, 31075.0, 36392.0]","[-1.4253462846105263, 0.9491049904634072, -0.4525981093313045, 0.9288394034784234]"
"('Cluster_0', 'Cluster_8')",2010,"[36470.0, 31075.0, 36392.0, 18609.0]","[0.8012767091450433, 0.06023139401047425, 0.7905628009744231, -1.6520709041299406]"
"('Cluster_0', 'Cluster_8')",2011,"[31075.0, 36392.0, 18609.0, 82527.0]","[-0.45789743325098614, -0.2380802061922774, -0.9732710560672102, 1.6692486955104737]"
"('Cluster_0', 'Cluster_8')",2012,"[36392.0, 18609.0, 82527.0, 75647.0]","[-0.6339819984968688, -1.3010195466365477, 1.0965346344348124, 0.8384669106986041]"
"('Cluster_0', 'Cluster_8')",2013,"[18609.0, 82527.0, 75647.0, 92976.0]","[-1.6920054945667806, 0.5227793940888202, 0.28438457519663757, 0.8848415252813228]"
"('Cluster_0', 'Cluster_8')",2014,"[82527.0, 75647.0, 92976.0, 50191.0]","[0.45593082896352594, 0.019763817697970483, 1.1183594773230883, -1.5940541239845847]"
"('Cluster_0', 'Cluster_8')",2015,"[75647.0, 92976.0, 50191.0, 122014.0]","[-0.365761300436204, 0.297238445929798, -1.3396964117232342, 1.4082192662296402]"
"('Cluster_0', 'Cluster_8')",2016,"[92976.0, 50191.0, 122014.0, 211834.0]","[-0.4435591583126065, -1.1657548785856462, 0.04659204713997097, 1.5627219897582818]"
"('Cluster_0', 'Cluster_8')",2017,"[50191.0, 122014.0, 211834.0, 90466.0]","[-1.1495820578438212, 0.056907757573186404, 1.5657129484000194, -0.47303864812938456]"
"('Cluster_0', 'Cluster_8')",2018,"[122014.0, 211834.0, 90466.0, 240021.0]","[-0.7144361295974763, 0.7416795316088006, -1.2258760859516917, 1.1986326839403674]"
"('Cluster_0', 'Cluster_8')",2019,"[211834.0, 90466.0, 240021.0, 1087995.0]","[-0.4932629934590571, -0.7991014209547216, -0.42223382798034526, 1.714598242394124]"
"('Cluster_0', 'Cluster_8')",2020,"[90466.0, 240021.0, 1087995.0, 1829999.0]","[-1.0308645791128526, -0.8172290990623675, 0.3940800016720104, 1.4540136765032097]"
"('Cluster_0', 'Cluster_8')",2021,"[240021.0, 1087995.0, 1829999.0, 206071.0]","[-0.8950647303951124, 0.3678154497246463, 1.4728754458679023, -0.9456261651974363]"
"('Cluster_0', 'Cluster_9')",1987,"[0.0, 3.0, 5.0, 65.0]","[-0.6746834405400249, -0.5637765736019387, -0.48983866230988116, 1.7282986764518449]"
"('Cluster_0', 'Cluster_9')",1988,"[3.0, 5.0, 65.0, 618.0]","[-0.6572589203411132, -0.649515074446078, -0.4171996975950218, 1.723973692382213]"
"('Cluster_0', 'Cluster_9')",1989,"[5.0, 65.0, 618.0, 599.0]","[-1.1013099321998063, -0.8926955804018951, 1.0300333620021866, 0.9639721505995148]"
"('Cluster_0', 'Cluster_9')",1990,"[65.0, 618.0, 599.0, 2490.0]","[-0.9540021418392111, -0.3531329112730565, -0.3737776045474813, 1.680912657659749]"
"('Cluster_0', 'Cluster_9')",1991,"[618.0, 599.0, 2490.0, 3240.0]","[-0.9652629160172925, -0.9816562079988153, 0.6499077465832631, 1.2970113774328447]"
"('Cluster_0', 'Cluster_9')",1992,"[599.0, 2490.0, 3240.0, 3590.0]","[-1.62654828674683, 0.008864612489248974, 0.6574947946294177, 0.9601888796281632]"
"('Cluster_0', 'Cluster_9')",1993,"[2490.0, 3240.0, 3590.0, 4466.0]","[-1.3468134502288465, -0.2907652665679632, 0.202057219140449, 1.4355214976563606]"
"('Cluster_0', 'Cluster_9')",1994,"[3240.0, 3590.0, 4466.0, 4222.0]","[-1.3094319338572997, -0.5927764579385274, 1.200909818932457, 0.70129857286337]"
"('Cluster_0', 'Cluster_9')",1995,"[3590.0, 4466.0, 4222.0, 7425.0]","[-0.9037976513528261, -0.31107690077444267, -0.47617263495380974, 1.6910471870810786]"
